geoId-CTO,11.6,10.4,10.7,9.2,7.9,8.2,7.1,9.1,9.5,7.0,9.5,6.0,5.9,7.6,7.58,6.05,,6.2
geoId-GLI,18.3,17.0,16.9,17.6,17.5,17.2,13.2,13.7,12.7,12.6,12.3,12.2,14.2,14.3,14.61,14.24,,11.8
geoId-HGG,17.7,15.7,17.0,19.5,20.1,15.1,15.4,14.1,12.5,16.4,12.4,12.1,13.0,10.4,12.11,11.43,,13.4
geoId-HNM,10.3,7.5,8.5,7.8,7.7,7.0,5.1,5.8,6.6,8.9,8.0,5.7,5.5,9.3,10.06,10.33,,7.7
geoId-HNI,12.1,11.6,12.3,13.1,12.7,11.8,9.9,9.2,12.3,9.1,8.8,9.6,8.6,13.4,12.47,9.78,,10.0
geoId-HNI,12.6,11.0,,,,,,,,,,,,,,,,
geoId-HTH,9.9,8.9,9.6,6.8,5.2,4.8,8.3,9.9,8.4,9.0,10.7,12.9,5.8,10.2,9.63,10.55,,10.5
geoId-HBH,12.0,11.8,10.6,11.4,10.4,10.7,11.3,8.9,12.6,10.6,11.5,8.5,8.2,7.4,7.84,7.01,,6.8
geoId-HYN,12.1,9.4,10.8,9.4,8.7,8.4,7.8,9.8,10.4,9.6,9.6,5.8,8.9,10.8,11.51,10.77,,12.8
geoId-HDG,11.6,8.7,9.1,8.5,7.5,7.8,8.5,7.7,9.0,6.7,9.7,5.4,8.1,10.7,12.42,11.5,,8.6
geoId-HPG,10.9,8.9,8.5,10.5,9.1,8.9,11.2,8.5,10.1,8.1,8.0,6.0,5.9,8.6,7.74,11.18,,10.7
geoId-HGG,13.2,12.5,11.1,10.2,7.9,8.8,8.1,7.5,6.3,5.7,5.7,5.3,5.4,6.4,7.2,4.76,,2.5
geoId-KHA,13.4,12.6,11.8,10.8,10.4,8.5,9.9,9.6,5.9,7.5,5.6,6.7,5.4,7.7,8.78,6.98,,9.9
geoId-KGG,15.5,14.1,13.9,11.1,10.4,10.8,12.2,10.4,11.0,7.7,7.1,4.3,4.8,7.2,7.83,7.78,,7.9
geoId-KTM,23.3,19.6,20.2,20.1,19.1,18.6,18.1,14.0,19.2,14.2,13.4,12.5,11.8,16.4,16.47,14.98,,14.4
geoId-LCU,21.8,20.9,20.2,18.2,18.2,18.7,15.4,13.5,18.7,16.6,16.6,14.4,12.2,14.0,14.43,14.46,,15.4
geoId-LAN,12.1,10.9,10.8,9.4,8.5,8.3,9.6,8.3,6.9,3.8,5.3,4.9,5.5,7.9,8.38,6.47,,5.5
geoId-LCI,18.2,15.1,16.6,17.7,18.3,15.8,14.0,14.7,15.3,13.5,18.0,12.2,13.0,13.5,14.17,14.01,,13.3
geoId-LDG,17.3,14.3,13.8,14.5,12.6,13.3,11.9,10.8,10.4,9.4,11.6,11.7,9.9,11.6,11.72,11.07,,9.1
geoId-LSN,12.5,11.8,12.2,8.7,8.5,8.6,11.1,8.1,10.8,8.4,9.4,7.3,6.9,5.2,6.69,7.36,,8.2
geoId-NDH,12.1,11.4,8.9,8.1,7.4,7.4,4.0,7.4,12.7,9.3,5.2,4.7,5.7,8.7,8.43,8.02,,7.3
geoId-NAN,15.0,12.8,11.5,12.6,12.9,11.6,12.8,13.5,13.7,13.0,13.1,13.8,14.1,13.8,13.36,9.6,,10.1
geoId-NBH,11.1,8.9,9.6,6.8,4.8,4.7,9.2,6.7,12.9,10.5,10.7,4.3,4.7,9.8,9.58,9.16,,7.8
geoId-NTN,14.8,12.7,10.9,13.0,12.8,12.1,11.6,12.5,9.9,10.4,11.2,10.0,9.1,9.1,9.54,13.28,,10.7
geoId-PTO,11.0,8.7,10.8,10.8,10.9,10.3,8.9,9.4,12.1,10.0,8.9,10.4,10.9,9.8,9.76,6.88,,8.5
geoId-PYN,13.7,11.3,10.9,10.2,10.5,10.4,9.9,8.7,9.1,7.4,8.8,6.8,5.4,7.3,8.36,7.15,,8.1
geoId-QBH,13.3,11.2,11.2,10.5,10.2,10.2,11.6,8.7,9.7,12.3,8.7,9.1,7.1,11.0,10.88,10.81,,7.5
geoId-QNM,12.1,11.0,10.0,9.6,10.8,9.0,12.2,12.3,9.1,9.2,9.1,6.5,4.6,9.1,9.35,11.98,,8.5
geoId-QNI,12.5,10.0,10.3,9.6,10.9,10.2,10.3,12.6,9.4,6.5,8.1,5.4,8.6,8.6,8.83,6.19,,10.8
geoId-QNH,12.6,11.3,11.9,12.1,9.8,9.2,11.5,10.0,13.2,7.2,8.4,11.0,8.6,10.7,10.64,10.41,,11.3
geoId-QTI,12.9,10.5,9.5,11.5,11.5,9.8,9.6,11.1,11.1,11.6,12.6,9.8,7.5,8.5,9.55,8.22,,8.2
geoId-STG,13.4,12.4,13.3,9.6,9.5,9.4,9.0,9.7,5.9,8.1,8.0,5.4,6.0,5.8,6.01,5.32,,4.0
geoId-SLA,16.3,16.3,16.2,18.9,18.9,17.3,16.9,14.2,17.0,17.3,16.9,16.3,11.5,11.7,12.52,11.44,,12.1
geoId-THA,12.0,8.0,8.8,6.7,6.6,6.3,9.6,8.9,10.6,9.6,8.9,8.9,9.0,10.3,9.49,7.35,,8.7
geoId-TBH,10.7,9.0,9.3,5.8,5.0,4.7,1.9,3.2,3.7,3.3,4.3,3.5,4.1,7.6,6.58,8.63,,4.3
geoId-TNN,12.4,10.8,10.9,10.0,9.9,10.7,11.0,9.9,13.7,10.7,11.5,11.3,7.6,10.8,9.24,9.5,,8.9
geoId-TTH,18.3,13.7,10.6,9.2,9.3,8.3,10.9,9.6,9.1,9.9,9.7,9.0,5.6,11.1,10.83,9.49,,11.9
geoId-TGG,12.1,10.6,9.9,8.2,7.3,7.0,7.7,6.7,4.9,5.8,5.7,4.4,0.0,4.7,5.58,4.87,,3.7
geoId-HCM,11.9,11.3,10.9,9.7,9.0,7.4,6.9,10.2,8.4,8.8,7.0,6.7,7.9,9.5,10.0,9.77,,8.0
geoId-NT,14.0,12.5,13.5,13.0,12.7,12.1,12.0,10.4,14.1,13.0,12.6,11.2,10.6,10.3,10.84,10.45,,10.5
geoId-TVH,13.3,11.7,9.6,9.5,7.2,7.0,9.0,6.6,8.4,7.1,9.0,7.6,6.5,6.0,6.74,4.7,,3.2
geoId-TQG,12.7,10.8,12.0,11.8,10.8,10.2,10.4,10.6,14.5,12.5,13.4,11.3,8.7,9.2,10.31,8.4,,8.8
geoId-TNN,18.3,17.1,15.5,15.8,14.8,14.7,13.3,13.4,12.8,11.9,13.0,11.3,11.6,13.6,13.88,12.47,,11.3
geoId-TNH,12.5,11.3,10.4,8.3,8.7,8.9,8.7,7.5,7.0,7.3,5.5,6.9,3.0,4.3,5.54,3.72,,7.8
geoId-VLG,11.6,10.1,9.7,6.8,6.0,5.3,9.2,7.6,6.5,4.8,6.0,2.8,2.2,4.2,4.63,2.01,,2.9
geoId-VPC,14.2,12.6,13.4,11.7,11.5,10.5,11.4,11.0,13.6,11.2,13.4,10.3,8.8,11.3,11.79,10.0,,10.0
geoId-YBI,14.4,10.9,15.3,14.2,13.6,12.5,12.6,10.1,16.8,13.0,14.4,11.0,11.4,11.8,12.69,11.11,,8.1
geoId-DBN,18.8,17.8,17.7,16.0,16.9,17.3,17.2,14.1,19.8,17.3,13.3,16.8,17.2,14.0,14.75,14.32,,15.1
geoId-DNG,12.5,11.7,10.4,11.9,12.6,11.3,12.3,13.1,12.7,11.0,12.5,8.9,4.1,12.7,14.69,14.22,,13.6
geoId-ST,12.9,12.0,11.3,11.4,10.6,9.6,8.9,11.2,10.0,10.0,8.4,8.0,8.2,10.5,10.64,9.79,,8.5
geoId-DLK,17.2,16.0,14.2,13.8,13.2,12.9,12.4,15.3,12.6,11.8,14.4,10.4,9.6,13.1,13.62,9.91,,9.2
geoId-DNG1,20.5,18.2,16.6,17.3,15.2,14.4,15.7,11.8,13.3,13.8,12.9,10.4,14.8,15.1,14.84,14.04,,12.9
geoId-MRD,13.0,11.6,10.9,9.2,8.3,8.2,8.9,8.3,7.3,5.9,6.2,4.0,4.0,5.6,6.03,5.46,,3.8
geoId-RRD,12.0,10.2,10.7,10.5,9.6,9.2,8.8,8.4,11.0,8.8,8.7,7.9,7.6,11.5,11.1,10.75,,9.2
geoId-DNI,12.7,11.6,10.8,13.2,12.3,12.0,9.5,12.1,10.8,12.1,9.9,6.8,9.3,12.3,12.69,12.06,,10.8
geoId-DTP,12.6,10.4,9.0,8.4,8.0,7.0,6.2,8.5,7.4,5.0,5.3,0.0,2.1,5.0,6.3,4.72,,2.8
