Năm,"Tỉnh, thành phố",1,2,3,4,5,6,7,8,9,10,11,12
2015,geoId-LCU,75.0,78.0,73.0,73.0,72.0,82.0,84.0,87.0,88.0,84.0,83.0,87.0
2015,geoId-SLA,80.0,75.0,72.0,70.0,68.0,78.0,83.0,83.0,85.0,81.0,82.0,87.0
2015,geoId-TQG,82.0,82.0,87.0,76.0,76.0,75.0,75.0,79.0,83.0,80.0,85.0,84.0
2015,,,,,,,,,,,,,
2015,,72.0,84.0,89.0,84.0,85.0,86.0,80.0,83.0,86.0,82.0,82.0,81.0
2015,geoId-NDH,82.0,87.0,91.0,83.0,79.0,76.0,76.0,79.0,86.0,79.0,84.0,84.0
2015,,88.0,92.0,94.0,85.0,72.0,69.0,71.0,77.0,81.0,81.0,87.0,85.0
2015,,89.0,90.0,88.0,87.0,77.0,76.0,81.0,80.0,85.0,90.0,90.0,92.0
2015,geoId-DNG,82.0,84.0,86.0,83.0,75.0,75.0,73.0,78.0,80.0,82.0,84.0,86.0
2015,,,,,,,,,,,,,
2015,,75.0,74.0,70.0,70.0,80.0,85.0,89.0,89.0,87.0,83.0,81.0,78.0
2015,,81.0,75.0,77.0,82.0,87.0,88.0,87.0,88.0,88.0,87.0,85.0,83.0
2015,,74.0,77.0,77.0,76.0,75.0,73.0,72.0,77.0,78.0,79.0,85.0,81.0
2015,,77.0,78.0,74.0,75.0,74.0,79.0,80.0,78.0,79.0,79.0,75.0,74.0
2015,geoId-CMU,79.0,76.0,75.0,74.0,76.0,84.0,83.0,83.0,86.0,83.0,83.0,78.0
2015,geoId-HNI,78.0,82.0,88.0,78.0,75.0,75.0,72.0,82.0,83.0,72.0,80.0,75.0
2015,,77.0,79.0,84.0,83.0,83.0,73.0,76.0,79.0,78.0,78.0,86.0,84.0
2016,geoId-LCU,83.0,79.0,72.0,76.0,79.0,85.0,88.0,88.0,87.0,83.0,82.0,78.0
2016,geoId-SLA,84.0,76.0,74.0,71.0,77.0,80.0,84.0,85.0,84.0,79.0,81.0,76.0
2016,geoId-TQG,87.0,76.0,84.0,83.0,80.0,74.0,79.0,84.0,82.0,78.0,82.0,76.0
2016,,,,,,,,,,,,,
2016,,87.0,74.0,87.0,89.0,84.0,82.0,86.0,86.0,82.0,77.0,80.0,72.0
2016,geoId-NDH,88.0,75.0,88.0,88.0,82.0,77.0,79.0,83.0,82.0,80.0,79.0,75.0
2016,,89.0,81.0,89.0,88.0,80.0,69.0,71.0,79.0,85.0,87.0,87.0,84.0
2016,,93.0,90.0,91.0,86.0,82.0,80.0,80.0,80.0,87.0,90.0,91.0,98.0
2016,geoId-DNG,86.0,80.0,84.0,81.0,78.0,74.0,75.0,76.0,82.0,83.0,85.0,89.0
2016,,,,,,,,,,,,,
2016,,78.0,71.0,68.0,68.0,79.0,86.0,87.0,92.0,90.0,87.0,82.0,83.0
2016,,84.0,79.0,74.0,82.0,85.0,87.0,87.0,88.0,89.0,90.0,85.0,86.0
2016,,81.0,75.0,79.0,81.0,79.0,76.0,76.0,75.0,79.0,84.0,83.0,86.0
2016,,76.0,73.0,76.0,74.0,74.0,78.0,79.0,80.0,82.0,85.0,80.0,82.0
2016,geoId-CMU,78.0,73.0,75.0,74.0,79.0,84.0,84.0,83.0,85.0,88.0,82.0,80.0
2016,geoId-HNI,82.0,67.0,83.0,83.0,77.0,70.0,74.0,78.0,75.0,71.0,71.0,64.0
2016,,86.0,79.0,85.0,86.0,80.0,75.0,79.0,69.0,76.0,82.0,86.0,87.0
2017,geoId-LCU,83.0,78.0,78.0,79.0,79.0,87.0,87.0,92.0,89.0,89.0,86.0,85.0
2017,geoId-SLA,82.0,73.0,70.0,75.0,74.0,78.0,84.0,85.0,83.0,80.0,81.0,80.0
2017,geoId-TQG,83.0,74.0,84.0,81.0,76.0,81.0,85.0,85.0,85.0,85.0,80.0,79.0
2017,,,,,,,,,,,,,
2017,,82.0,76.0,87.0,82.0,81.0,84.0,86.0,86.0,86.0,80.0,79.0,73.0
2017,geoId-NDH,84.0,79.0,89.0,85.0,82.0,80.0,84.0,85.0,87.0,83.0,78.0,77.0
2017,,91.0,88.0,91.0,84.0,84.0,74.0,79.0,75.0,82.0,85.0,85.0,85.0
2017,,93.0,94.0,92.0,88.0,86.0,80.0,85.0,82.0,85.0,90.0,94.0,92.0
2017,geoId-DNG,85.0,83.0,85.0,82.0,80.0,74.0,80.0,77.0,79.0,83.0,89.0,84.0
2017,,,,,,,,,,,,,
2017,,78.0,75.0,74.0,76.0,84.0,88.0,92.0,89.0,88.0,85.0,83.0,78.0
