"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-SLA,178.6,182.1,188.0,208.6,221.8,269.2,285.9,335.9,345.0,361.8,351.2,395.0,564.1,610.9,618.1,513.6,592.3,731.9,726.6,721.0,650.6,654.0,611.3,532.2,464.7,443.3,423.6,411.6
geoId-THA,274.6,233.8,313.5,311.5,342.0,349.9,379.1,398.4,403.5,431.0,431.2,476.0,460.8,479.9,487.8,473.4,480.8,489.4,474.5,497.1,486.5,483.4,468.5,443.3,440.8,429.5,433.7,425.7
geoId-TBH,551.5,574.6,551.3,558.8,604.7,593.9,558.2,602.9,526.7,610.3,577.1,627.8,595.8,647.4,645.3,646.4,638.8,621.1,614.0,624.2,613.8,609.4,549.1,590.1,581.7,574.6,564.1,556.6
geoId-TNN,188.6,219.8,242.6,246.7,266.1,281.0,298.0,325.2,328.9,336.9,343.5,343.8,358.7,372.4,361.9,366.8,393.8,386.2,384.6,379.4,381.3,378.9,365.3,366.1,359.3,351.9,349.0,343.0
geoId-TTH,167.8,186.3,193.9,182.8,207.0,187.3,193.1,196.8,217.6,224.0,223.8,241.3,246.2,258.2,265.1,266.9,276.8,274.8,259.5,285.7,292.2,295.6,297.4,303.0,294.9,287.6,301.9,234.9
geoId-TGG,755.5,775.9,831.5,828.8,813.0,805.6,790.6,784.3,768.9,788.0,796.3,736.5,794.5,801.3,791.2,796.4,802.0,818.6,800.5,807.0,786.8,737.4,722.4,722.8,643.9,458.9,474.6,474.5
geoId-HCM,51.4,43.4,49.0,46.2,45.1,45.7,39.6,33.0,30.0,28.3,22.0,16.7,17.3,16.3,14.5,12.8,11.7,12.5,12.0,11.7,11.0,10.3,10.2,9.3,9.2,9.3,9.3,9.1
geoId-NT,210.4,224.5,241.2,244.4,264.3,287.5,311.0,328.5,344.2,356.6,361.9,363.3,390.2,404.5,412.6,413.9,434.1,448.7,447.7,448.4,440.9,443.2,428.2,417.9,405.8,401.4,396.3,393.6
geoId-TVH,694.0,721.1,757.4,781.7,871.2,973.5,922.0,1016.2,1064.2,1039.0,1062.5,1040.3,956.3,1114.5,1099.3,1175.1,1170.1,1261.4,1272.8,1318.0,1360.2,971.5,1150.3,1277.2,1267.6,950.8,1149.0,1059.1
geoId-TQG,248.1,271.4,283.9,294.8,311.7,326.2,396.2,384.7,419.1,422.5,433.6,429.5,452.6,446.9,446.8,455.5,461.6,442.1,451.8,442.3,459.3,451.5,447.1,437.2,435.9,440.2,433.2,429.5
geoId-TNN,160.2,167.6,186.4,166.6,180.6,214.1,233.2,252.7,364.1,327.6,352.4,389.8,388.7,400.1,412.7,427.0,431.5,442.8,450.7,465.4,448.7,430.6,443.5,446.4,443.4,423.8,414.8,415.7
geoId-TNH,339.6,431.1,442.7,433.7,540.5,568.9,572.9,604.3,649.4,652.0,599.3,601.5,640.4,694.2,706.1,716.7,729.4,738.0,701.3,696.0,697.8,688.5,709.4,728.4,712.6,701.1,710.4,705.7
geoId-VLG,871.0,890.2,873.9,964.5,955.5,925.8,891.6,934.1,905.5,923.6,953.9,912.6,792.7,877.2,891.5,907.6,1006.2,1046.8,1027.5,1046.4,1072.8,920.7,925.0,951.8,892.2,878.6,798.4,664.5
geoId-VPC,243.9,253.5,281.7,289.4,305.9,345.3,310.7,352.8,368.4,378.2,357.1,328.1,313.3,377.3,349.9,385.8,400.9,347.8,362.9,379.7,363.1,326.5,343.5,347.3,316.7,306.5,306.4,272.0
geoId-YBI,200.9,213.4,211.9,210.8,236.3,246.3,251.9,258.7,272.4,279.8,282.0,294.6,298.1,292.2,317.6,333.8,352.8,356.8,365.4,365.0,379.2,386.8,379.0,377.5,381.8,384.6,382.3,382.3
geoId-DBN,,,,,,,,,,386.3,402.7,410.0,403.4,422.9,434.8,443.9,442.1,441.6,446.2,458.5,450.5,446.8,445.6,448.1,440.8,437.0,443.3,446.3
geoId-DNG,84.9,90.6,87.2,77.0,78.9,75.1,76.4,74.3,73.1,68.5,57.1,61.8,58.8,54.4,52.4,49.4,40.8,39.9,34.8,35.6,32.0,32.2,30.8,30.2,28.0,26.9,27.5,23.8
geoId-ST,124.7,135.5,137.1,131.1,140.7,148.7,144.4,144.5,149.1,144.5,133.0,123.8,127.3,128.9,126.8,119.3,120.2,121.6,117.0,115.7,113.6,110.1,107.4,106.1,102.5,98.6,98.4,94.9
geoId-DLK,173.4,178.7,196.1,167.3,189.2,242.5,259.1,302.5,519.8,432.2,450.0,546.3,519.6,552.4,569.2,609.2,630.2,617.6,647.9,681.4,664.3,636.8,669.3,679.6,674.7,652.1,656.7,665.1
geoId-DNG1,,,,,,,,,,313.9,461.8,482.0,495.3,541.9,606.7,612.8,622.2,679.3,695.4,714.7,684.7,675.1,661.1,698.4,688.1,605.9,528.6,516.4
geoId-MRD,831.6,886.3,876.8,959.4,1009.8,1025.1,974.2,1066.3,1097.0,1097.4,1155.8,1086.7,1107.8,1220.0,1204.5,1269.1,1355.9,1410.1,1447.0,1454.2,1494.4,1387.8,1377.9,1429.2,1416.9,1385.7,1405.1,1359.6
geoId-RRD,319.8,335.1,351.1,364.5,384.5,390.9,374.7,390.0,375.3,385.6,356.0,369.9,357.6,370.7,362.2,365.5,370.1,359.9,344.8,346.5,335.5,322.0,296.5,300.0,286.9,277.7,272.8,264.3
geoId-DNI,217.1,242.1,230.4,214.9,218.6,246.7,243.0,253.1,267.0,254.5,273.7,256.5,267.0,266.2,260.8,234.9,241.4,247.0,242.6,243.6,244.6,237.3,219.9,210.7,202.0,191.9,189.7,183.9
geoId-DTP,1090.7,1147.7,1146.6,1245.7,1331.7,1196.9,1240.7,1366.3,1376.9,1494.6,1611.6,1482.3,1557.4,1659.5,1609.0,1696.2,1871.7,1841.7,2005.5,1984.4,2103.7,2121.1,2014.7,2095.6,2122.5,2136.7,2107.5,2043.8
