"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-TTH,1.0,0.9,1.0,0.4,0.3,0.7,0.7,0.9,0.9,1.0,0.7,0.9,0.9,1.1,1.1,1.0,1.1,1.2,1.1,1.0,1.0,1.0,1.1,1.1,0.7,0.4,0.3,0.4
geoId-TGG,41.8,18.0,22.9,18.6,8.6,8.7,7.6,,,,,,,,,,,,,,,,,,,,,
geoId-HCM,156.1,110.6,150.7,139.6,132.4,135.5,119.4,93.9,82.6,81.6,74.1,45.0,54.0,52.4,44.9,37.7,37.3,37.5,34.8,34.8,33.2,31.6,32.4,28.4,27.0,28.6,29.2,28.8
geoId-NT,1094.7,1101.1,1177.2,1220.1,1357.6,1346.3,1487.7,1557.2,1595.6,1643.7,1661.3,1711.6,1781.1,1708.7,1785.7,1809.6,1833.3,1888.4,1862.4,1938.4,1914.0,1951.2,1896.7,1925.4,1947.5,1977.1,1987.5,2008.1
geoId-TVH,257.3,266.9,246.5,246.5,282.0,319.5,359.2,376.9,398.1,385.7,387.8,398.1,315.3,395.8,383.1,430.2,433.8,460.6,467.7,473.7,11.1,10.7,10.7,7.4,10.0,8.7,6.5,5.2
geoId-TQG,90.0,95.4,93.4,103.5,106.8,98.3,131.9,127.6,134.4,138.4,138.8,143.2,147.0,146.7,146.0,147.1,147.8,147.3,145.6,146.0,145.7,144.5,144.5,143.9,144.4,145.6,146.1,145.7
geoId-TNN,317.2,301.8,305.1,294.6,320.2,355.3,381.6,357.6,454.7,456.9,469.5,498.6,491.2,549.0,559.4,589.6,633.5,639.6,671.1,690.5,695.9,720.5,753.5,778.8,787.4,798.5,821.5,846.2
geoId-TNH,150.2,161.4,181.4,183.8,202.5,193.5,219.4,222.5,252.8,255.3,235.8,226.0,244.8,258.3,254.5,272.4,264.7,272.9,248.9,252.3,255.0,254.9,265.9,266.6,259.3,266.5,269.2,267.7
geoId-VLG,35.0,17.0,18.3,10.7,8.5,14.6,10.3,9.6,11.1,8.3,,,,,,,,,,,,,,,,,,
geoId-VPC,105.3,93.2,102.2,137.2,148.8,151.1,127.6,158.0,164.6,163.7,163.2,132.6,166.3,136.3,147.4,143.3,151.1,115.3,122.1,145.2,142.3,111.8,129.2,135.1,125.3,130.3,134.8,131.6
geoId-YBI,69.1,73.9,68.0,64.5,77.9,79.7,82.8,83.1,88.2,90.5,85.0,93.1,95.6,88.1,97.3,95.4,99.6,99.3,97.6,101.4,102.3,106.3,104.2,101.6,107.2,108.5,109.3,110.3
geoId-DBN,,,,,,,,,,82.1,85.0,89.9,89.9,94.7,104.2,108.7,108.4,109.9,116.1,119.3,121.2,123.0,124.9,130.0,130.0,138.3,140.2,147.7
geoId-DNG,22.5,23.3,22.4,19.2,20.8,22.9,25.8,19.1,22.2,23.5,19.8,21.6,21.1,21.8,18.0,18.1,16.2,15.6,13.4,15.0,14.5,15.0,13.9,14.1,14.2,13.8,14.3,13.2
geoId-ST,517.2,469.6,555.3,554.4,553.3,551.3,575.9,552.5,580.6,558.9,554.7,480.5,526.9,535.9,534.3,533.1,524.5,536.6,504.4,509.1,507.0,504.8,506.7,497.2,490.5,487.0,491.0,479.1
geoId-DLK,142.5,141.6,141.8,121.7,139.3,161.7,154.9,140.2,204.5,185.2,172.7,214.5,182.2,230.3,241.1,260.5,286.8,281.3,311.5,321.6,325.6,340.7,367.6,388.8,395.1,403.1,425.8,438.7
geoId-DNG1,,,,,,,,,,29.2,37.2,33.5,29.7,30.1,36.4,37.6,40.0,42.1,41.8,44.9,44.2,46.5,45.2,49.4,47.2,46.6,48.9,49.5
geoId-MRD,2186.8,2235.5,1910.1,1894.7,1843.4,1694.5,1502.5,1432.0,1374.4,1387.7,1424.7,1392.1,1315.4,1583.2,1611.0,1599.0,1627.6,1809.6,1903.7,1880.8,973.9,639.6,699.1,909.6,779.8,760.2,665.3,881.2
geoId-RRD,2511.4,2239.3,2508.8,2930.2,3233.2,3178.1,3064.5,3310.8,2993.4,3199.1,2727.1,3071.1,3225.5,3180.5,3175.8,3212.8,3176.9,3142.1,2967.9,3108.3,3093.5,2961.8,2549.5,2789.1,2766.5,2765.2,2741.8,2689.9
geoId-DNI,97.1,93.3,114.5,122.1,112.8,120.2,132.2,132.5,135.7,118.5,140.7,125.4,132.0,132.1,136.8,127.4,131.7,133.9,130.2,132.1,129.4,129.0,123.6,114.4,114.4,105.1,103.5,101.4
geoId-DTP,3.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
