"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-NBH,30.0,35.0,70.0,86.5,125.0,221.0,351.0,838.0,1117.0,863.0,1245.0,864.0,1055.0,799.0,843.0,854.0,924.0,499.0,604.0,707.0,756.0,944.0,1110.0,1290.0,2052.0,2483.0,2779.0,3330.0
geoId-PTO,,,,4.0,1.9,,,3.0,8.0,16.0,174.0,185.0,226.0,114.0,205.0,2.0,0.0,0.0,49.0,0.0,0.0,27.0,24.0,27.0,57.0,75.0,79.0,85.0
geoId-PYN,899.0,1133.0,1636.0,1862.0,1733.6,2586.0,2523.0,2880.0,3331.0,3382.0,2615.0,2872.0,3203.0,4123.0,6070.0,7438.0,8863.0,6859.0,8201.0,8648.0,6845.0,7361.0,8322.0,9131.0,10345.0,10851.0,12747.0,14457.0
geoId-QNM,282.0,373.6,276.0,424.3,632.4,1613.0,2350.0,2257.0,1710.0,3054.0,3151.0,2930.0,3305.0,5517.0,10926.0,10156.0,11015.0,16124.0,13037.0,15329.0,15349.0,15557.0,15883.0,16205.0,16500.0,16916.0,18339.0,16884.0
geoId-QNI,250.0,290.0,187.0,448.0,585.5,766.0,902.0,1050.0,903.0,1300.0,3005.0,4160.0,4950.0,5690.0,6796.0,5717.0,5354.0,5293.0,4746.0,4402.0,4205.0,4376.0,5642.0,5056.0,5203.0,5362.0,5668.0,5500.0
geoId-QBH,124.0,116.5,94.0,121.0,136.2,177.0,227.0,408.0,1043.0,1558.0,1585.0,1661.0,2150.0,2309.0,3057.0,3310.0,4082.0,4321.0,4223.0,4948.0,4916.0,4155.0,3902.0,4041.0,4420.0,5806.0,4113.0,4150.0
geoId-QNH,518.0,533.3,776.5,526.1,693.5,854.0,903.0,1748.0,2947.0,4230.0,5038.0,5325.0,7126.0,6287.0,6938.0,7162.0,7010.0,7784.0,7864.0,8332.0,7724.0,8444.0,10233.0,11129.0,12502.0,13203.0,13792.0,27630.0
geoId-QTI,39.0,27.6,39.4,22.0,35.6,53.0,241.0,270.0,1096.0,1225.0,1653.0,1617.0,1847.0,2103.0,3968.0,4725.0,4617.0,4165.0,4434.0,4896.0,5057.0,4086.0,3699.0,4532.0,4958.0,4646.0,5407.0,5425.0
geoId-STG,3534.0,3444.0,3468.0,5109.0,3210.0,11143.0,13700.0,15980.0,21211.0,27424.0,42837.0,52696.0,58495.0,58790.0,60548.0,60830.0,47753.0,47529.0,72511.0,82227.0,90664.0,111476.0,134417.0,135929.0,163685.0,155526.0,170711.0,192076.0
geoId-SLA,,,,,,,,,,,11.0,26.0,1.0,1.0,12.0,2.0,7.0,8.0,28.0,29.0,26.0,25.0,20.0,9.0,9.0,3.0,3.0,3.0
