"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-LDG,548.7,552.2,569.2,594.2,615.0,633.6,646.5,657.8,669.2,682.1,695.9,708.9,719.3,729.4,738.9,746.14,753.05,758.51,763.74,763.78,769.9,775.9,781.7,786.8,790.3,795.59,802.8,808.98
geoId-LSN,563.9,566.9,569.3,572.1,572.4,577.1,578.5,580.1,582.2,584.6,586.9,588.0,588.8,590.1,592.6,594.16,596.94,599.39,601.49,603.45,606.6,610.1,613.3,618.0,622.5,606.99,613.0,616.22
geoId-NDH,1600.2,1616.2,1626.3,1643.1,1656.8,1646.4,1631.5,1616.3,1601.1,1585.3,1567.9,1547.5,1528.5,1514.2,1506.8,1501.61,1496.8,1492.18,1487.73,1483.46,1479.4,1475.4,1471.7,1460.2,1457.1,1420.21,1464.7,1496.39
geoId-NAN,2451.7,2485.2,2513.3,2547.7,2572.8,2575.0,2573.6,2570.8,2566.6,2563.9,2561.5,2557.9,2554.6,2552.6,2539.4,2574.84,2597.36,2627.83,2621.26,2655.94,2695.5,2731.3,2768.3,2807.5,2846.7,2843.59,2880.33,2889.54
geoId-NBH,778.2,787.6,763.2,769.2,772.6,770.3,767.9,764.7,761.2,757.8,754.2,750.2,746.5,742.9,738.7,741.26,744.63,749.11,753.68,758.96,764.1,767.8,770.4,773.4,776.7,781.33,791.0,792.32
geoId-NTN,363.4,370.1,375.1,382.0,387.0,389.8,391.0,385.8,387.9,385.0,381.1,376.2,371.5,358.1,361.7,362.59,363.4,365.79,367.23,368.79,370.8,373.1,375.7,378.1,379.7,384.05,385.01,386.42
geoId-PTO,1094.5,1105.2,1064.4,1075.0,1083.9,1089.5,1092.3,1094.6,1096.4,1098.5,1100.9,1101.9,1102.9,1105.3,1108.1,1083.26,1088.49,1097.98,1107.2,1121.11,1136.6,1150.5,1168.4,1184.2,1197.0,1200.06,1219.58,1223.4
geoId-PYN,605.0,614.4,621.2,631.2,640.3,647.7,652.4,656.7,660.6,663.7,666.0,668.1,670.1,672.2,663.6,663.77,664.14,664.67,664.89,617.69,618.0,618.8,620.2,621.0,622.2,588.39,589.21,589.94
geoId-QBH,676.2,684.8,692.5,701.6,708.7,711.5,712.6,714.8,714.3,714.7,715.3,715.8,716.5,718.2,717.4,720.0,723.15,726.57,729.94,696.57,699.0,701.0,703.4,706.0,708.4,694.87,700.59,702.16
geoId-QNM,1143.8,1153.7,1159.7,1170.0,1178.4,1173.1,1173.6,1173.2,1171.7,1170.1,1168.4,1165.6,1162.5,1159.9,1159.0,1159.69,1163.62,1167.44,1171.52,1176.33,1108.3,1111.8,1114.9,1117.7,1117.8,1108.84,1117.22,1111.99
geoId-QNI,1038.2,1044.7,1048.9,1055.3,1059.9,1060.2,1061.3,1047.0,1033.4,1035.2,1037.0,1038.5,1039.2,1039.7,1039.2,1038.47,1037.64,1037.04,1035.99,1035.12,1034.4,1033.3,1032.4,1031.5,1030.4,973.21,981.48,973.43
geoId-QNH,537.6,546.5,547.6,557.0,561.2,551.2,554.7,558.1,560.7,562.8,565.2,566.8,568.3,569.3,551.8,547.08,541.6,535.08,525.39,518.0,508.1,499.8,492.3,481.8,471.2,475.72,434.17,446.3
geoId-QTI,434.6,437.0,437.0,438.7,437.6,440.3,440.4,440.4,439.8,439.1,437.8,436.4,435.4,434.7,431.0,431.4,431.91,432.32,432.81,433.36,434.0,434.7,435.4,436.5,437.1,430.52,436.83,438.36
geoId-STG,955.4,958.5,958.5,962.3,966.1,978.7,990.6,1000.4,1008.8,1016.8,1021.9,1025.4,1031.9,1036.8,1042.6,994.72,922.32,905.49,896.05,873.17,860.5,848.3,835.8,823.3,811.0,809.13,815.42,792.17
geoId-SLA,709.0,728.8,746.6,766.7,774.7,806.6,823.2,839.8,856.1,871.0,885.6,899.2,911.1,922.1,930.5,946.25,961.41,973.98,986.0,999.56,1014.7,1029.7,1045.6,1062.4,1079.2,1094.46,1107.65,1118.32
geoId-THA,3063.8,3092.1,3114.0,3137.7,3152.1,3149.0,3140.7,3130.5,3118.7,3107.5,3097.2,3084.9,3070.5,3058.0,3049.0,3047.14,3044.31,3049.37,3065.58,3069.76,3079.9,3092.3,3102.9,3107.5,3098.6,2811.66,2723.04,2692.16
geoId-TBH,1656.0,1663.5,1669.1,1676.9,1684.3,1685.9,1686.5,1658.4,1657.6,1657.1,1655.5,1651.7,1647.3,1608.3,1609.8,1615.36,1620.88,1626.4,1632.62,1637.65,1643.2,1648.5,1654.1,1659.6,1665.2,1650.78,1653.66,1657.58
geoId-TNN,804.0,816.3,819.6,826.5,827.9,821.6,824.1,825.9,828.4,831.6,834.6,836.4,836.9,837.9,837.6,837.72,817.24,822.19,811.78,850.45,843.0,850.3,856.7,868.3,877.1,888.19,897.8,810.43
geoId-TTH,739.5,748.9,741.1,751.2,759.1,737.4,733.7,729.5,725.3,721.1,716.6,711.8,706.8,701.4,696.4,621.12,578.57,571.69,573.1,571.58,572.7,574.1,575.0,577.4,566.1,571.27,544.42,547.4
geoId-TGG,1380.6,1384.6,1385.1,1389.6,1393.7,1401.8,1406.4,1411.0,1416.2,1422.5,1427.8,1431.1,1435.3,1439.6,1443.8,1448.1,1452.09,1460.59,1472.08,1475.83,1486.7,1496.5,1506.6,1512.8,1519.0,1520.64,1525.77,1513.32
geoId-HCM,1174.3,1200.0,823.5,846.5,828.2,899.4,976.4,1062.0,1135.0,1112.9,1086.4,1073.4,1104.5,1130.3,1175.3,1242.41,1312.36,1377.8,1446.03,1511.58,1580.3,1650.2,1721.2,1798.2,1877.0,1936.68,1927.21,2091.87
geoId-NT,8321.2,8452.3,8495.5,8588.6,8706.3,8774.0,8858.0,8940.1,8999.9,9078.3,9149.6,9216.4,9283.1,9246.2,9303.1,9338.09,9393.76,9489.31,9574.47,9685.22,9784.7,9905.9,10037.4,10171.3,10285.0,10127.95,10278.16,10203.45
geoId-TVH,842.1,842.8,841.5,841.7,843.3,845.4,845.9,846.9,847.3,848.1,849.0,849.4,849.7,850.1,849.5,848.13,846.76,845.53,843.53,841.29,840.3,839.2,838.3,836.8,835.2,834.11,840.27,834.4
geoId-TQG,571.4,579.4,587.1,594.7,616.6,619.7,622.9,626.0,628.5,630.9,632.3,632.6,632.9,633.4,630.9,634.3,637.06,640.75,644.34,649.12,654.2,659.8,665.3,671.5,677.6,683.33,690.37,685.24
geoId-TNN,2564.3,2685.2,2779.8,2884.5,2997.8,3106.0,3187.0,3249.5,3321.5,3396.4,3463.1,3528.0,3583.1,3646.8,3678.9,3731.87,3780.17,3835.67,3891.99,3934.73,3988.1,4039.9,4087.3,4135.4,4179.6,4224.79,4288.6,4322.89
geoId-TNH,802.9,813.3,822.1,833.0,842.0,847.3,856.5,864.2,870.9,878.2,883.7,888.4,891.6,895.5,900.9,906.48,915.63,924.51,928.81,914.18,923.0,932.5,943.6,952.9,963.4,797.22,799.27,802.03
geoId-VLG,857.4,860.3,860.9,864.0,866.0,868.1,868.0,867.8,867.9,868.0,867.9,867.9,867.6,867.5,868.2,868.62,867.85,865.57,855.55,855.21,854.4,853.8,853.2,853.0,852.8,790.9,795.3,794.88
geoId-VPC,968.7,978.1,973.9,979.2,981.8,984.4,992.2,999.7,996.5,984.4,990.3,994.6,967.6,770.9,775.8,781.96,792.56,802.84,810.06,825.77,836.1,848.3,861.4,853.2,859.6,820.25,833.4,831.44
